owner,token_id,listed,price,expired
stars1q0tfewa60enuu8utyjs9w7um58njhd7fpjvryq,1305,true,1869000000,false
stars1xyu2q4zz0sawqpvhkl2p0279d7hd8uz7fd6kzt,1276,false,0,false
stars1hv9hd208naf6x9e5kt2y64pr5zdwm9m3nafg08,1296,false,0,false
stars1rqx7h77w3gjvwxekg6uecnfsxjdz98hpu7uvj9,1258,false,0,false
stars1xyu2q4zz0sawqpvhkl2p0279d7hd8uz7fd6kzt,1275,false,0,false
stars12mqgfxh25tqrl4xz39z0t67r4q024c7qxdrje5,1238,false,0,false
stars1qkzqdx4l2r6gf0nmw3n0jmv2dust2kc4l5r7kf,126,false,0,false
stars1u8xff6p6p4uunrpha6m7fskv6j5z49qhc7cjk8,1261,false,0,false
stars12el5dedx63w4643swkgxntpqhsvscg4frn0pw2,131,false,0,false
stars17smfsx40llagc3gj8p2f5x3r0rmdl8fwx0pgmd,1242,false,0,false
stars17thjlfery37pq7jnzpsylplvm0s9frfsqhgzcx,1293,false,0,false
stars10f02xs375u4kxaw357ex6pp4a6xn9clmr2u3wy,1310,false,0,false
stars1c0q7xhs8l769c37ygxeyhj6m9yj4j9yzqxa9ru,1221,false,0,false
stars1d9pcgcunyghapt4e0agj66yj5qegefps6j7422,1281,false,0,false
stars1kck4ru2xagff367hsgcrft6vkfjjw2lpf5ldt5,1288,false,0,false
stars1qwmuq7wlspvfextwqaqs836wq48nqm3y7wwn3a,1301,false,0,false
stars1exlp2pnz8cg9t39mx6qzwhr95ru0am998gwyeg,1225,false,0,false
stars15yx5xg670usc4pg5zmwc3zrpfguv0rfpmsec0u,1290,false,0,false
stars1rqx7h77w3gjvwxekg6uecnfsxjdz98hpu7uvj9,1251,false,0,false
stars16de66ggzajlaynlaxg8azt0dtxfsqe89cc2mw2,1302,false,0,false
stars1ja8v5zer5ucdhslkdhyfd3j38vhun39kk4z7r9,1234,false,0,false
stars1enxsm9r99hxun6l8vr3xtjpgt7xjm486qhppyk,1285,false,0,false
stars1artj04ggd38xftestmm48jg2ycyt9xut3e2y0l,1237,false,0,false
stars1hzwrqxxw4yqut4ljn44xtwjdy262m0ywnzhre5,1279,false,0,false
stars14y0q8r9mdx7aw3khh8l7mzerww2nfu784mk6pu,1239,false,0,false
stars12uzpujmdwfa4jx03tsrcu55pv8es9vz78uw558,1230,false,0,false
stars1c0q7xhs8l769c37ygxeyhj6m9yj4j9yzqxa9ru,1292,false,0,false
stars1w29q07ffksumkxm0rhzd2r3vcgdyjaft8lha2m,1287,false,0,false
stars18lxa0q4qeu39ntqv92xwged50qtknxf5678jmj,127,false,0,false
stars1qwmuq7wlspvfextwqaqs836wq48nqm3y7wwn3a,1250,false,0,false
stars1el25n4548xcnqv7drhmujjahsvv5u2kmawwk04,1268,false,0,false
